gene,gene_length,KRutLoading,kRiboLoading,final_mse,final_rms,generations,early_stopped,wall_time
ybcH,891,0.13,0.0,1.321716,1.1497,382,True,380.2
yfcI,891,0.13,0.0,1.880357,1.3713,141,True,160.6
cho,888,0.13,0.0,1.752449,1.3238,210,True,215.6
eutC,888,0.13,0.16599999999999998,1.405570,1.1856,177,True,233.5
motA,888,0.13,0.0,4.774764,2.1851,184,True,210.1
rhtA,888,0.13,0.16999999999999998,1.362711,1.1674,140,True,186.0
ugpA,888,0.13,0.0,1.730630,1.3155,144,True,127.6
fdnH,885,0.13,0.0,0.582056,0.7629,85,True,80.7
cdd,885,0.13,0.294,2.598757,1.6121,262,True,300.4
garR,885,0.13,0.0,1.075611,1.0371,200,True,204.6
tsx,885,0.13,0.46399999999999997,1.648665,1.2840,193,True,219.1
nlpI,885,0.13,0.01,4.831666,2.1981,197,True,344.0
xapR,885,0.13,0.0,4.591205,2.1427,200,True,249.2
yeaD,885,0.13,0.506,3.192101,1.7866,197,True,207.0
yghA,885,0.13,0.0,0.909387,0.9536,151,True,149.8
yhdJ,885,0.13,0.0,1.379235,1.1744,219,True,227.3
prmA,882,0.13,0.462,1.582031,1.2578,227,True,327.6
htpX,882,0.13,0.24,1.470538,1.2127,329,True,433.8
rfbA,882,0.13,0.23199999999999998,2.644662,1.6262,200,True,312.5
rffH,882,0.13,0.06999999999999999,2.208944,1.4863,202,True,334.8
ycjO,882,0.13,0.0,0.442879,0.6655,36,True,34.0
yciV,882,0.13,0.044,2.123586,1.4573,188,True,355.6
yddG,882,0.13,0.186,1.815799,1.3475,254,True,373.7
yfiE,882,0.13,0.182,1.568764,1.2525,115,True,185.4
yeiE,882,0.13,0.134,1.629048,1.2763,262,True,393.0
yneJ,882,0.13,0.16599999999999998,1.433983,1.1975,157,True,231.1
citG,879,0.13,0.0,0.522066,0.7225,37,True,34.1
dapA,879,0.13,0.198,2.352655,1.5338,193,True,168.3
araC,879,0.13,0.10400000000000001,1.824877,1.3509,219,True,326.3
dgoK,879,0.13,0.0,1.080782,1.0396,208,True,216.2
glxR,879,0.13,0.0,0.713871,0.8449,67,True,63.4
hslO,879,0.13,0.43,2.722429,1.6500,196,True,230.2
nadK,879,0.13,0.146,3.153401,1.7758,216,True,243.1
php,879,0.13,0.0,0.675255,0.8217,163,True,155.4
pflC,879,0.13,0.0,1.008099,1.0040,165,True,174.0
xdhB,879,0.13,0.0,0.972064,0.9859,86,True,84.3
yhbV,879,0.13,0.0,1.077019,1.0378,146,True,153.7
ybeX,879,0.13,0.126,2.361680,1.5368,200,True,297.8
yihT,879,0.13,0.0,0.774344,0.8800,64,True,62.6
yhgA,879,0.13,0.0,1.221350,1.1051,136,True,153.5
yjcZ,879,0.13,0.0,1.648023,1.2838,136,True,134.0
lgt,876,0.13,0.184,3.016429,1.7368,143,True,167.7
cysW,876,0.13,0.0,0.791265,0.8895,271,True,272.6
lsrF,876,0.13,0.0,1.447916,1.2033,47,True,46.3
nanK,876,0.13,0.0,0.920512,0.9594,142,True,134.5
rluB,876,0.13,0.438,2.592294,1.6101,202,True,241.0
hypB,873,0.13,0.0,1.709813,1.3076,205,True,188.7
rluF,873,0.13,0.194,2.663094,1.6319,151,True,209.7
ubiA,873,0.13,0.20600000000000002,1.616914,1.2716,154,True,195.1
ygcG,873,0.13,0.0,0.557446,0.7466,56,True,52.4
yihY,873,0.13,0.044,4.059710,2.0149,127,True,175.4
yebZ,873,0.13,0.041999999999999996,2.561025,1.6003,201,True,301.0
eaeH,872,0.13,0.0,0.487440,0.6982,66,True,63.5
yphB,873,0.13,0.0,1.077678,1.0381,166,True,167.6
pldA,870,0.13,0.22599999999999998,3.963991,1.9910,102,True,104.2
amiA,870,0.13,0.162,4.463816,2.1128,176,True,253.6
prkB,870,0.13,0.184,2.557833,1.5993,146,True,137.7
sucD,870,0.13,0.36,2.067442,1.4379,169,True,207.3
rob,870,0.13,0.186,10.486156,3.2382,215,True,319.1
yebK,870,0.13,0.16999999999999998,1.760003,1.3267,171,True,242.0
yjeJ,870,0.13,0.0,1.141907,1.0686,197,True,200.2
mhpC,867,0.13,0.0,0.759878,0.8717,163,True,157.3
folD,867,0.13,0.434,2.204733,1.4848,184,True,188.3
ydiB,867,0.13,0.0,0.727898,0.8532,134,True,129.5
speE,867,0.13,0.248,2.287011,1.5123,259,True,275.4
yghU,867,0.13,0.354,1.796474,1.3403,144,True,193.7
dmsC,864,0.13,0.0,1.100121,1.0489,94,True,94.0
napH,864,0.13,0.0,0.857715,0.9261,67,True,62.6
atpG,864,0.13,0.08,2.590252,1.6094,164,True,255.2
yahE,864,0.13,0.0,0.559662,0.7481,61,True,56.7
yfjP,864,0.13,0.0,0.750707,0.8664,108,True,103.8
pdxY,864,0.13,0.294,1.819988,1.3491,178,True,221.5
yjjW,864,0.13,0.0,0.882596,0.9395,200,True,190.6
ykfA,864,0.13,0.0,1.238130,1.1127,154,True,143.8
yicC,864,0.13,0.33599999999999997,1.708499,1.3071,254,True,352.5
cheR,861,0.13,0.0,2.163048,1.4707,188,True,219.8
ypfJ,864,0.13,0.18,2.585763,1.6080,208,True,280.1
kbaY,861,0.13,0.0,0.635194,0.7970,59,True,55.0
qorB,861,0.13,0.0,0.964307,0.9820,102,True,100.0
rsmI,861,0.13,0.32,2.393772,1.5472,168,True,216.7
mscS,861,0.13,0.264,2.633476,1.6228,205,True,323.5
ydbC,861,0.13,0.0,1.593971,1.2625,55,True,53.4
tesB,861,0.13,0.36,3.583627,1.8930,197,True,271.8
ygcQ,861,0.13,0.0,1.022415,1.0111,215,True,215.1
yiaR,861,0.13,0.0,0.605564,0.7782,35,True,33.3
yjiK,861,0.13,0.0,2.779269,1.6671,91,True,95.8
yniA,861,0.13,0.0,0.913132,0.9556,160,True,153.0
entB,858,0.13,0.0,0.901753,0.9496,91,True,87.0
cdsA,858,0.13,0.054000000000000006,2.876107,1.6959,132,True,207.3
hyaF,858,0.13,0.0,0.851924,0.9230,116,True,109.7
focA,858,0.13,0.06999999999999999,1.702359,1.3047,223,True,294.4
menB,858,0.13,0.47400000000000003,1.306363,1.1430,248,True,303.7
murI,858,0.13,0.146,1.694143,1.3016,134,True,171.7
murR,858,0.13,0.0,1.149035,1.0719,183,True,173.2
nfo,858,0.13,0.414,1.611155,1.2693,206,True,227.1
ydaU,858,0.13,0.0,0.611456,0.7820,124,True,117.5
yibB,858,0.13,0.156,2.462689,1.5693,169,True,221.7
ydhJ,858,0.13,0.154,1.446929,1.2029,227,True,327.9
ypdC,858,0.13,0.0,1.646851,1.2833,169,True,163.6
ampE,855,0.13,0.092,2.296000,1.5153,187,True,288.7
gatY,855,0.13,0.296,2.081779,1.4428,164,True,190.6
kdsA,855,0.13,0.438,3.382916,1.8393,153,True,198.5
ulaE,855,0.13,0.0,0.807691,0.8987,111,True,106.7
yagM,855,0.13,0.0,0.748990,0.8654,98,True,91.1
rpoH,855,0.13,0.182,5.490870,2.3433,259,True,406.2
yeaE,855,0.13,0.18,1.667693,1.2914,163,True,189.2
ybbN,855,0.13,0.526,2.278074,1.5093,217,True,234.1
yfhR,855,0.13,0.0,1.455580,1.2065,227,True,176.3
yhbJ,855,0.13,0.16799999999999998,3.678986,1.9181,149,True,213.8
ykgD,855,0.13,0.0,1.168730,1.0811,191,True,194.5
ynfH,855,0.13,0.022,1.772920,1.3315,210,True,368.3
hchA,852,0.13,0.286,1.252842,1.1193,248,True,315.9
insK,852,0.13,0.0,1.544994,1.2430,113,True,123.9
ispE,852,0.13,0.028000000000000004,1.592391,1.2619,141,True,292.6
manZ,852,0.13,0.162,2.348033,1.5323,152,True,246.6
panC,852,0.13,0.236,2.237823,1.4959,165,True,206.0
pdxK,852,0.13,0.44000000000000006,1.331129,1.1537,150,True,197.8
tauD,852,0.13,0.0,1.023550,1.0117,130,True,134.7
tsf,852,0.13,0.47000000000000003,1.532694,1.2380,234,True,216.4
waaZ,852,0.13,0.0,2.224009,1.4913,131,True,150.7
yijO,852,0.13,0.0,3.667932,1.9152,131,True,116.7
alkA,849,0.13,0.0,1.565070,1.2510,120,True,121.9
focB,849,0.13,0.0,1.879824,1.3711,145,True,161.3
folP,849,0.13,0.148,1.629709,1.2766,237,True,331.2
queF,849,0.13,0.32599999999999996,1.953287,1.3976,228,True,307.7
rhaR,849,0.13,0.0,0.801899,0.8955,120,True,111.5
yfbP,849,0.13,0.0,1.475040,1.2145,156,True,153.4
yghF,849,0.13,0.0,1.890911,1.3751,216,True,213.6
yfhH,849,0.13,0.158,1.519203,1.2326,256,True,372.0
glpF,846,0.13,0.0,2.080425,1.4424,128,True,128.7
yiaJ,849,0.13,0.158,2.408566,1.5520,187,True,323.6
phnJ,846,0.13,0.0,0.445386,0.6674,89,True,80.9
nhoA,846,0.13,0.0,0.842185,0.9177,293,True,275.2
sseA,846,0.13,0.304,3.417985,1.8488,119,True,148.8
potI,846,0.13,0.0,1.595344,1.2631,183,True,191.5
ugpE,846,0.13,0.0,0.816313,0.9035,86,True,78.5
apaH,843,0.13,0.21000000000000002,3.193718,1.7871,187,True,236.5
chbR,843,0.13,0.0,1.141490,1.0684,187,True,162.3
rlmJ,843,0.13,0.0,12.431281,3.5258,155,True,214.1
ycjP,843,0.13,0.0,0.493363,0.7024,38,True,33.9
purU,843,0.13,0.43,2.107525,1.4517,276,True,341.3
yibA,843,0.13,0.0,0.958859,0.9792,215,True,236.6
wcaA,840,0.13,0.0,0.462936,0.6804,36,True,32.4
bglG,837,0.13,0.0,0.848945,0.9214,90,True,80.1
hdfR,840,0.13,0.21600000000000003,1.766539,1.3291,229,True,323.6
eutJ,837,0.13,0.0,0.618693,0.7866,129,True,120.0
dam,837,0.13,0.034,2.869749,1.6940,195,True,297.5
kduI,837,0.13,0.0,1.049877,1.0246,161,True,148.9
rhaS,837,0.13,0.0,0.806999,0.8983,52,True,47.8
ydjI,837,0.13,0.0,0.582307,0.7631,157,True,146.6
yeiG,837,0.13,0.39,2.091913,1.4463,206,True,255.3
yghX,836,0.13,0.0,0.916913,0.9576,163,True,153.7
cysU,834,0.13,0.0,0.976276,0.9881,133,True,120.7
csgG,834,0.13,0.0,1.085033,1.0416,178,True,178.1
frmB,834,0.13,0.266,2.236289,1.4954,152,True,183.0
fdhD,834,0.13,0.22599999999999998,1.748192,1.3222,191,True,236.8
mcrA,834,0.13,0.0,1.637495,1.2796,149,True,145.8
nikC,834,0.13,0.0,0.726824,0.8525,161,True,148.0
mhpR,834,0.13,0.0,1.683045,1.2973,281,True,288.9
ppsR,834,0.13,0.404,1.672596,1.2933,149,True,148.0
xapA,834,0.13,0.0,0.604765,0.7777,94,True,84.5
prmC,834,0.13,0.064,1.971560,1.4041,257,True,374.2
frlC,831,0.13,0.0,1.149352,1.0721,179,True,183.1
amiD,831,0.13,0.08199999999999999,1.557086,1.2478,272,True,408.0
ftsQ,831,0.13,0.038,2.510551,1.5845,186,True,287.7
glpG,831,0.13,0.10600000000000001,1.883108,1.3723,196,True,256.5
yjiC,831,0.13,0.0,0.614067,0.7836,34,True,31.2
efeU,830,0.13,0.0,1.633222,1.2780,155,True,152.0
dkgA,828,0.13,0.0,1.952495,1.3973,140,True,130.4
cpdA,828,0.13,0.041999999999999996,2.489538,1.5778,271,True,424.1
nadE,828,0.13,0.558,2.073920,1.4401,221,True,238.5
tauC,828,0.13,0.0,0.750404,0.8663,78,True,67.6
potB,828,0.13,0.08399999999999999,2.377643,1.5420,151,True,215.8
yagJ,828,0.13,0.0,1.796080,1.3402,188,True,195.9
bax,825,0.13,0.098,4.763090,2.1825,204,True,283.5
dapD,825,0.13,0.648,1.896972,1.3773,305,True,314.2
dapF,825,0.13,0.064,2.402039,1.5499,232,True,360.1
dinD,825,0.13,0.0,1.222002,1.1054,119,True,118.7
gadX,825,0.13,0.05,1.744311,1.3207,154,True,190.8
iclR,825,0.13,0.078,1.552754,1.2461,215,True,284.4
mepA,825,0.13,0.13999999999999999,2.903410,1.7039,183,True,270.6
rcnA,825,0.13,0.0,1.026888,1.0134,124,True,117.7
rhaD,825,0.13,0.0,0.843418,0.9184,72,True,62.2
yaeF,825,0.13,0.0,7.126200,2.6695,147,True,101.9
thiK,825,0.13,0.016,2.593402,1.6104,185,True,269.4
yfdQ,825,0.13,0.0,0.682530,0.8262,96,True,85.3
yeeZ,825,0.13,0.262,1.835743,1.3549,188,True,254.4
cysE,822,0.13,0.134,1.895804,1.3769,144,True,169.6
bacA,822,0.13,0.238,1.580435,1.2572,234,True,286.1
dapB,822,0.13,0.352,1.705506,1.3060,211,True,254.0
rplB,822,0.13,0.19,2.061271,1.4357,171,True,274.8
yafZ,822,0.13,0.0,0.394329,0.6280,31,True,27.5
rsmA,822,0.13,0.274,1.673779,1.2937,163,True,212.1
yeaM,822,0.13,0.0,2.424252,1.5570,69,True,66.4
ydgD,822,0.13,0.092,2.355270,1.5347,135,True,201.1
yfjQ,822,0.13,0.0,0.565823,0.7522,41,True,36.9
yfcO,822,0.13,0.064,2.481046,1.5751,188,True,375.5
aroE,819,0.13,0.124,1.448053,1.2034,252,True,389.5
cof,819,0.13,0.062,1.715713,1.3099,211,True,289.9
nlpA,819,0.13,0.252,16.241474,4.0301,172,True,244.0
ybhA,819,0.13,0.512,1.858250,1.3632,133,True,168.8
yegX,819,0.13,0.0,1.182854,1.0876,129,True,138.8
yecE,819,0.13,0.08199999999999999,1.588086,1.2602,343,True,496.6
allR,816,0.13,0.308,2.232687,1.4942,202,True,271.3
djlA,816,0.13,0.186,2.261960,1.5040,157,True,171.2
atpB,816,0.13,0.096,2.738441,1.6548,166,True,234.8
gspC,816,0.13,0.0,0.789673,0.8886,75,True,60.4
fepC,816,0.13,0.0,1.415991,1.1900,168,True,159.6
metQ,816,0.13,0.386,1.479628,1.2164,204,True,231.7
yahL,816,0.13,0.0,1.241158,1.1141,206,True,204.2
ybiV,816,0.13,0.308,1.357921,1.1653,269,True,396.0
ybjI,816,0.13,0.252,1.758057,1.3259,253,True,379.6
ydhO,816,0.13,0.22400000000000003,2.965526,1.7221,118,True,122.5
yedP,816,0.13,0.0,1.124400,1.0604,203,True,198.7
ylbF,816,0.13,0.0,0.815390,0.9030,130,True,115.4
ysgA,816,0.13,0.0,1.386039,1.1773,185,True,172.3
glvG,815,0.13,0.0,1.553474,1.2464,188,True,180.2
hcaB,813,0.13,0.0,0.891373,0.9441,64,True,57.4
fkpA,813,0.13,0.502,1.433680,1.1974,205,True,197.6
minD,813,0.13,0.32,3.023195,1.7387,220,True,355.0
yaeI,813,0.13,0.0,3.600518,1.8975,147,True,135.9
truA,813,0.13,0.10400000000000001,2.233229,1.4944,231,True,377.9
ydhT,813,0.13,0.0,0.883695,0.9401,210,True,194.3
yidA,813,0.13,0.394,1.999837,1.4142,211,True,210.1
mhpD,810,0.13,0.0,0.842506,0.9179,84,True,73.5
mlaF,810,0.13,0.122,3.249818,1.8027,173,True,248.2
mutM,810,0.13,0.178,2.203972,1.4846,128,True,62.5
agaR,810,0.13,0.11000000000000001,2.582368,1.6070,172,True,420.1
pppA,810,0.13,0.034,2.059922,1.4352,118,True,196.8
pabC,810,0.13,0.038,1.696533,1.3025,189,True,255.6
recT,810,0.13,0.0,1.769633,1.3303,114,True,119.6
proC,810,0.13,0.646,1.732683,1.3163,245,True,298.0
rlmA,810,0.13,0.362,1.824954,1.3509,201,True,165.6
ybbO,810,0.13,0.162,1.588470,1.2603,239,True,272.4
ychA,810,0.13,0.06,2.565509,1.6017,229,True,303.6
yffS,810,0.13,0.43200000000000005,1.281824,1.1322,164,True,201.2
yfcA,810,0.13,0.064,1.970905,1.4039,211,True,338.1
yqeI,810,0.13,0.0,0.919096,0.9587,199,True,171.4
csdL,807,0.13,0.20400000000000001,2.270230,1.5067,209,True,284.9
nikE,807,0.13,0.0,1.154707,1.0746,259,True,247.2
nirC,807,0.13,0.154,1.993787,1.4120,184,True,218.9
rna,807,0.13,0.42000000000000004,2.477640,1.5741,201,True,256.7
sapF,807,0.13,0.136,3.812988,1.9527,63,True,102.0
sgcQ,807,0.13,0.0,0.693135,0.8325,151,True,139.7
xthA,807,0.13,0.572,1.776011,1.3327,197,True,230.4
trpA,807,0.13,0.39,1.662512,1.2894,258,True,331.1
agaC,804,0.13,0.0,0.618488,0.7864,50,True,43.1
eutT,804,0.13,0.0,0.499891,0.7070,56,True,48.1
dkgB,804,0.13,0.40599999999999997,1.700985,1.3042,182,True,95.0
rhmA,804,0.13,0.0,0.964125,0.9819,102,True,92.0
ydjO,804,0.13,0.0,0.550660,0.7421,54,True,45.9
suhB,804,0.13,0.44400000000000006,1.744730,1.3209,183,True,183.0
btuF,801,0.13,0.062,2.497112,1.5802,117,True,146.6
fliY,801,0.13,0.442,1.424978,1.1937,244,True,225.9
manY,801,0.13,0.188,1.606461,1.2675,217,True,275.4
nagB,801,0.13,0.422,1.982838,1.4081,179,True,205.9
otsB,801,0.13,0.0,1.187777,1.0899,127,True,108.9
thiD,801,0.13,0.0,1.189000,1.0904,52,True,44.4
rutD,801,0.13,0.0,0.498572,0.7061,88,True,73.7
ydcF,801,0.13,0.244,1.804259,1.3432,201,True,238.4
yafD,801,0.13,0.124,1.742712,1.3201,238,True,335.2
yigL,801,0.13,0.252,2.562001,1.6006,185,True,270.5
fhuC,798,0.13,0.094,1.430833,1.1962,283,True,338.3
mtfA,798,0.13,0.16599999999999998,2.532650,1.5914,154,True,185.0
waaP,798,0.13,0.0,2.172123,1.4738,118,True,130.1
ybcM,798,0.13,0.0,1.087530,1.0428,188,True,167.5
ycfH,798,0.13,0.33199999999999996,2.522551,1.5883,131,True,160.0
yabP,796,0.13,0.0,1.536783,1.2397,230,True,192.3
panB,795,0.13,0.616,3.231840,1.7977,66,True,82.4
map,795,0.13,0.392,3.622967,1.9034,192,True,280.8
potC,795,0.13,0.068,2.441133,1.5624,170,True,242.5
speD,795,0.13,0.33399999999999996,2.051580,1.4323,150,True,175.6
ybaP,795,0.13,0.064,1.603825,1.2664,165,True,219.6
thyA,795,0.13,0.292,2.227088,1.4923,214,True,281.4
ydcV,795,0.13,0.0,0.564379,0.7513,45,True,38.9
agaD,792,0.13,0.0,0.656950,0.8105,70,True,59.1
yjfZ,795,0.13,0.0,1.225037,1.1068,197,True,199.6
mazG,792,0.13,0.21400000000000002,3.737421,1.9332,109,True,104.2
kdgR,792,0.13,0.344,1.915948,1.3842,181,True,257.8
nanR,792,0.13,0.16599999999999998,3.947406,1.9868,122,True,191.5
ssuC,792,0.13,0.0,0.481985,0.6943,49,True,41.0
nei,792,0.13,0.172,3.549299,1.8840,203,True,229.4
ucpA,792,0.13,0.196,2.822660,1.6801,147,True,220.8
ybgF,792,0.13,0.122,3.107856,1.7629,123,True,251.6
ypjD,792,0.13,0.162,2.324184,1.5245,142,True,180.9
fabI,789,0.13,0.532,5.580025,2.3622,211,True,270.1
fhuF,789,0.13,0.1,3.145398,1.7735,221,True,261.4
modE,789,0.13,0.376,2.483439,1.5759,158,True,200.6
paaG,789,0.13,0.0,0.511749,0.7154,40,True,33.2
lpxA,789,0.13,0.05600000000000001,2.099149,1.4488,311,True,375.0
phnC,789,0.13,0.0,0.608230,0.7799,32,True,26.2
thiM,789,0.13,0.0,3.096814,1.7598,116,True,74.9
ycjR,789,0.13,0.0,0.556804,0.7462,76,True,65.0
ygiD,789,0.13,0.0,1.491680,1.2213,175,True,162.7
ycfZ,789,0.13,0.0,1.058906,1.0290,240,True,254.5
yjhI,789,0.13,0.0,0.763060,0.8735,121,True,98.7
phnE,788,0.13,0.0,0.438451,0.6622,36,True,30.1
caiD,786,0.13,0.0,0.743165,0.8621,121,True,104.4
ybeM,788,0.13,0.0,1.853780,1.3615,174,True,171.8
fliR,786,0.13,0.0,2.297990,1.5159,200,True,192.8
frlD,786,0.13,0.0,1.281835,1.1322,188,True,164.4
scpB,786,0.13,0.0,0.764965,0.8746,173,True,152.1
smtA,786,0.13,0.048,3.617203,1.9019,121,True,193.1
yafT,786,0.13,0.0,1.624537,1.2746,149,True,101.7
ydhU,786,0.13,0.0,1.380309,1.1749,144,True,137.5
ygcW,786,0.13,0.0,1.145357,1.0702,175,True,117.3
ylbA,786,0.13,0.352,1.091371,1.0447,134,True,155.3
yihW,786,0.13,0.13999999999999999,2.330191,1.5265,270,True,398.0
znuB,786,0.13,0.128,2.124406,1.4575,222,True,308.2
flgG,783,0.13,0.0,1.361141,1.1667,130,True,115.0
argT,783,0.13,0.23199999999999998,2.190509,1.4800,222,True,330.7
hisJ,783,0.13,0.48200000000000004,1.735124,1.3172,272,True,286.7
rhmR,783,0.13,0.0,0.653530,0.8084,179,True,151.9
mlaE,783,0.13,0.08399999999999999,1.667545,1.2913,214,True,314.7
sgcR,783,0.13,0.0,2.021140,1.4217,190,True,188.2
tatD,783,0.13,0.126,1.687941,1.2992,233,True,254.2
deoC,780,0.13,0.616,1.101189,1.0494,180,True,170.6
truC,783,0.13,0.134,2.544616,1.5952,183,True,250.6
jayE,780,0.13,0.0,0.504039,0.7100,53,True,43.4
hofM,780,0.13,0.0,1.834733,1.3545,142,True,129.4
srlD,780,0.13,0.0,1.068045,1.0335,104,True,88.4
ycbC,780,0.13,0.0,1.793551,1.3392,149,True,140.0
ybbM,780,0.13,0.13,1.696968,1.3027,155,True,215.7
ygcR,780,0.13,0.0,0.597018,0.7727,114,True,95.1
ygfM,780,0.13,0.0,0.917627,0.9579,90,True,76.5
yjjV,780,0.13,0.05,2.031797,1.4254,217,True,281.4
argB,777,0.13,0.16399999999999998,0.877404,0.9367,212,True,264.3
hisF,777,0.13,0.194,1.664901,1.2903,131,True,160.8
exuR,777,0.13,0.162,1.814730,1.3471,223,True,249.2
hyi,777,0.13,0.0,0.610489,0.7813,218,True,183.0
lldR,777,0.13,0.06,1.606574,1.2675,161,True,229.1
sseB,777,0.13,0.244,1.770085,1.3304,163,True,176.3
tatC,777,0.13,0.078,2.011858,1.4184,221,True,293.7
yfaP,777,0.13,0.0,0.966208,0.9830,127,True,107.9
yaaA,777,0.13,0.414,3.043602,1.7446,234,True,335.1
ygbM,777,0.13,0.0,0.711569,0.8435,34,True,29.1
modA,774,0.13,0.404,2.360840,1.5365,159,True,135.8
hisP,774,0.13,0.21200000000000002,1.376068,1.1731,206,True,242.8
nudC,774,0.13,0.23399999999999999,1.990701,1.4109,147,True,185.6
pstB,774,0.13,0.268,2.287699,1.5125,168,True,226.3
uxuR,774,0.13,0.16599999999999998,2.649065,1.6276,146,True,169.9
srlR,774,0.13,0.146,1.562518,1.2500,254,True,297.8
zupT,774,0.13,0.154,3.184871,1.7846,160,True,200.7
yaiO,774,0.13,0.0,0.849954,0.9219,233,True,214.9
fixA,771,0.13,0.0,0.747949,0.8648,131,True,106.9
garL,771,0.13,0.0,0.559940,0.7483,131,True,107.9
bioH,771,0.13,0.286,1.702033,1.3046,238,True,303.8
thiG,771,0.13,0.0,0.807231,0.8985,317,True,273.4
yadH,771,0.13,0.192,2.139724,1.4628,146,True,195.2
yjjP,771,0.13,0.0,1.846993,1.3590,239,True,214.4
yafV,771,0.13,0.10800000000000001,1.503156,1.2260,180,True,224.3
yqeC,771,0.13,0.0,0.797272,0.8929,107,True,88.0
hdhA,768,0.13,0.268,1.384221,1.1765,179,True,206.9
fecE,768,0.13,0.144,1.048511,1.0240,250,True,333.2
hycG,768,0.13,0.0,0.774545,0.8801,116,True,102.0
paaF,768,0.13,0.0,0.556952,0.7463,131,True,108.2
livG,768,0.13,0.10600000000000001,3.496822,1.8700,226,True,316.7
ssuB,768,0.13,0.0,0.846693,0.9202,184,True,160.6
tauB,768,0.13,0.0,0.513414,0.7165,97,True,78.8
tpiA,768,0.13,0.462,1.916251,1.3843,193,True,225.8
trmD,768,0.13,0.006,2.086160,1.4444,220,True,260.6
yafJ,768,0.13,0.10600000000000001,2.926313,1.7106,182,True,221.3
ygbI,768,0.13,0.188,1.830922,1.3531,175,True,240.7
yhjH,768,0.13,0.0,1.968197,1.4029,132,True,136.4
yjiL,768,0.13,0.0,0.929326,0.9640,153,True,127.4
gltF,765,0.13,0.49400000000000005,1.325034,1.1511,103,True,139.7
glcC,765,0.13,0.11000000000000001,1.768870,1.3300,222,True,301.3
idnO,765,0.13,0.0,0.724078,0.8509,135,True,114.4
nikD,765,0.13,0.0,1.052713,1.0260,152,True,128.9
pgpB,765,0.13,0.074,2.785054,1.6688,197,True,221.5
pdhR,765,0.13,0.064,2.298039,1.5159,307,True,373.4
puuD,765,0.13,0.0,3.332466,1.8255,178,True,189.5
yabI,765,0.13,0.044,2.394859,1.5475,160,True,202.4
ycaL,765,0.13,0.0,1.093032,1.0455,165,True,135.4
ybfF,765,0.13,0.366,1.753118,1.3241,244,True,325.3
ydfE,765,0.13,0.0,0.799631,0.8942,49,True,39.7
ydiQ,765,0.13,0.0,0.420917,0.6488,49,True,39.9
yfeN,765,0.13,0.0,0.947629,0.9735,177,True,150.3
yigE,765,0.13,0.0,1.196899,1.0940,198,True,191.6
yqjH,765,0.13,0.5660000000000001,1.083035,1.0407,199,True,235.0
adiY,762,0.13,0.0,1.144820,1.0700,248,True,190.3
envY,762,0.13,0.0,1.011799,1.0059,100,True,81.7
ispU,762,0.13,0.054000000000000006,2.604033,1.6137,149,True,183.1
cysZ,762,0.13,0.31,1.715057,1.3096,237,True,346.1
kduD,762,0.13,0.0,16.191534,4.0239,109,True,117.0
surE,762,0.13,0.052000000000000005,2.559057,1.5997,148,True,196.4
ybfD,762,0.13,0.0,0.319480,0.5652,38,True,29.7
udp,762,0.13,0.496,2.211590,1.4871,202,True,251.3
ybhP,762,0.13,0.0,0.681381,0.8255,111,True,88.3
ydeO,762,0.13,0.0,0.484382,0.6960,37,True,29.7
yegK,762,0.13,0.0,0.699788,0.8365,191,True,153.4
yohF,762,0.13,0.0,1.044568,1.0220,184,True,154.6
aroD,759,0.13,0.518,1.249637,1.1179,138,True,145.4
glpR,759,0.13,0.184,2.608353,1.6150,144,True,220.7
deoR,759,0.13,0.132,3.438696,1.8544,283,True,362.8
hyfI,759,0.13,0.0,0.930226,0.9645,155,True,127.5
gph,759,0.13,0.118,1.518534,1.2323,159,True,194.9
loiP,759,0.13,0.0,1.662484,1.2894,185,True,165.7
phnK,759,0.13,0.0,0.505555,0.7110,59,True,47.7
menH,759,0.13,0.018,2.258224,1.5027,153,True,182.7
tam,759,0.13,0.0,1.436781,1.1987,123,True,108.9
phnP,759,0.13,0.0,1.061307,1.0302,164,True,143.7
yciK,759,0.13,0.302,1.965744,1.4020,163,True,155.7
yagI,759,0.13,0.04,1.977854,1.4064,186,True,193.4
ydiY,759,0.13,0.33599999999999997,16.121321,4.0151,125,True,96.7
yghR,759,0.13,0.0,0.734085,0.8568,51,True,41.7
ydjF,759,0.13,0.24,1.322813,1.1501,129,True,156.9
yhdZ,759,0.13,0.0,1.035029,1.0174,118,True,112.9
agaI,756,0.13,0.0,0.731040,0.8550,251,True,198.3
cdh,756,0.13,0.202,2.251566,1.5005,176,True,222.8
bioC,756,0.13,0.068,1.531109,1.2374,250,True,350.4
flgF,756,0.13,0.0,1.462740,1.2094,169,True,156.1
gloB,756,0.13,0.314,1.929165,1.3889,173,True,215.0
lafU,756,0.13,0.0,0.927239,0.9629,128,True,107.7
thiF,756,0.13,0.0,0.859595,0.9271,153,True,126.2
mlaA,756,0.13,0.2,1.613133,1.2701,141,True,186.5
ulaR,756,0.13,0.256,1.331435,1.1539,153,True,174.0
ubiE,756,0.13,0.248,1.733354,1.3166,164,True,200.6
ygdG,756,0.13,0.08199999999999999,2.905947,1.7047,210,True,197.1
ygeR,756,0.13,0.10400000000000001,2.174819,1.4747,162,True,226.0
bcsQ,753,0.13,0.0,2.427055,1.5579,220,True,203.9
